timestamp,device_id,device_type,status,output,good_output,defect_count,energy_kwh,temperature,vibration
2026-02-06 00:10:00,ROBOT-001,机械臂,运行,198,191,7,54.75,30.5,0.59
2026-02-06 00:10:00,ROBOT-002,机械臂,故障,0,0,0,5.5,23.0,0.0
2026-02-06 00:10:00,PRESS-001,冲压机,待机,0,0,0,36.0,21.6,0.0
2026-02-06 00:10:00,PRESS-002,冲压机,运行,152,147,5,108.0,28.8,0.46
2026-02-06 00:10:00,LASER-001,激光切割,运行,120,115,5,83.69,21.1,0.17
2026-02-06 00:10:00,LASER-002,激光切割,运行,84,82,2,92.93,27.0,1.4
2026-02-06 00:10:00,ASSEMBLY-001,装配线,运行,71,71,0,37.44,33.2,0.99
2026-02-06 00:10:00,ASSEMBLY-002,装配线,运行,61,59,2,36.88,31.3,0.97
2026-02-06 00:15:00,CNC-001,数控机床,运行,108,104,4,92.78,26.6,0.59
2026-02-06 00:15:00,CNC-002,数控机床,运行,90,89,1,78.46,24.6,1.0
2026-02-06 00:15:00,ROBOT-001,机械臂,运行,223,221,2,63.46,26.5,0.66
2026-02-06 00:15:00,ROBOT-002,机械臂,运行,162,158,4,50.66,21.2,0.97
2026-02-06 00:15:00,PRESS-001,冲压机,运行,141,139,2,113.09,33.3,0.56
2026-02-06 00:15:00,PRESS-002,冲压机,运行,114,111,3,119.47,29.9,0.32
2026-02-06 00:15:00,LASER-001,激光切割,运行,119,114,5,97.35,31.5,1.35
2026-02-06 00:15:00,LASER-002,激光切割,运行,89,85,4,82.11,26.2,1.02
2026-02-06 00:15:00,ASSEMBLY-001,装配线,运行,84,82,2,43.97,32.6,0.25
2026-02-06 00:15:00,ASSEMBLY-002,装配线,运行,77,74,3,37.32,23.1,1.95
2026-02-06 00:20:00,CNC-001,数控机床,运行,121,116,5,83.37,28.5,0.62
2026-02-06 00:20:00,CNC-002,数控机床,运行,97,93,4,80.92,29.3,1.23
2026-02-06 00:20:00,ROBOT-001,机械臂,运行,238,229,9,63.68,25.9,1.14
2026-02-06 00:20:00,ROBOT-002,机械臂,运行,198,196,2,57.2,26.9,1.74
2026-02-06 00:20:00,PRESS-001,冲压机,待机,0,0,0,36.0,22.0,0.0
2026-02-06 00:20:00,PRESS-002,冲压机,运行,140,135,5,102.96,22.6,1.57
2026-02-06 00:20:00,LASER-001,激光切割,运行,116,115,1,97.16,23.5,0.84
2026-02-06 00:20:00,LASER-002,激光切割,运行,112,109,3,82.97,33.4,0.63
2026-02-06 00:20:00,ASSEMBLY-001,装配线,运行,82,80,2,36.16,27.0,1.99
2026-02-06 00:20:00,ASSEMBLY-002,装配线,运行,78,77,1,36.08,35.0,0.65
2026-02-06 00:25:00,CNC-001,数控机床,运行,108,105,3,79.06,30.7,1.82
2026-02-06 00:25:00,CNC-002,数控机床,运行,118,115,3,82.41,31.5,0.73
2026-02-06 00:25:00,ROBOT-001,机械臂,运行,205,197,8,57.84,20.1,1.66
2026-02-06 00:25:00,ROBOT-002,机械臂,运行,172,167,5,50.36,31.2,1.61
2026-02-06 00:25:00,PRESS-001,冲压机,运行,133,131,2,119.17,34.7,0.48
2026-02-06 00:25:00,PRESS-002,冲压机,运行,147,145,2,102.11,34.1,1.58
2026-02-06 00:25:00,LASER-001,激光切割,运行,117,113,4,90.32,29.4,1.96
2026-02-06 00:25:00,LASER-002,激光切割,运行,96,95,1,82.04,24.6,1.74
2026-02-06 00:25:00,ASSEMBLY-001,装配线,运行,89,87,2,40.33,25.6,1.76
2026-02-06 00:25:00,ASSEMBLY-002,装配线,运行,61,60,1,37.14,32.0,1.78
2026-02-06 00:30:00,CNC-001,数控机床,运行,107,106,1,91.53,26.2,1.66
2026-02-06 00:30:00,CNC-002,数控机床,运行,118,117,1,72.33,33.8,1.12
2026-02-06 00:30:00,ROBOT-001,机械臂,运行,175,167,8,58.66,33.3,0.77
2026-02-06 00:30:00,ROBOT-002,机械臂,运行,214,204,10,50.19,23.4,1.89
2026-02-06 00:30:00,PRESS-001,冲压机,运行,161,155,6,122.0,20.7,0.93
2026-02-06 00:30:00,PRESS-002,冲压机,运行,119,115,4,106.05,20.3,1.56
2026-02-06 00:30:00,LASER-001,激光切割,待机,0,0,0,27.0,19.7,0.0
2026-02-06 00:30:00,LASER-002,激光切割,运行,95,93,2,82.29,27.9,1.4
2026-02-06 00:30:00,ASSEMBLY-001,装配线,运行,69,69,0,42.71,31.6,1.89
2026-02-06 00:30:00,ASSEMBLY-002,装配线,运行,89,85,4,35.56,30.2,0.67
2026-02-06 00:35:00,CNC-001,数控机床,运行,126,124,2,89.95,20.1,0.92
2026-02-06 00:35:00,CNC-002,数控机床,待机,0,0,0,24.0,22.7,0.0
2026-02-06 00:35:00,ROBOT-001,机械臂,运行,200,191,9,58.09,29.0,0.66
2026-02-06 00:35:00,ROBOT-002,机械臂,运行,194,191,3,57.86,27.9,0.58
2026-02-06 00:35:00,PRESS-001,冲压机,运行,124,118,6,111.81,25.1,0.79
2026-02-06 00:35:00,PRESS-002,冲压机,运行,119,116,3,100.72,32.9,1.65
2026-02-06 00:35:00,LASER-001,激光切割,运行,95,91,4,95.89,20.2,1.5
2026-02-06 00:35:00,LASER-002,激光切割,运行,112,110,2,87.91,33.0,1.6
2026-02-06 00:35:00,ASSEMBLY-001,装配线,运行,65,62,3,41.65,23.1,0.91
2026-02-06 00:35:00,ASSEMBLY-002,装配线,故障,0,0,0,3.8,20.2,0.0
2026-02-06 00:40:00,CNC-001,数控机床,运行,97,97,0,91.71,34.3,0.61
2026-02-06 00:40:00,CNC-002,数控机床,运行,110,108,2,78.83,30.7,0.36
2026-02-06 00:40:00,ROBOT-001,机械臂,运行,231,223,8,59.72,32.7,1.59
2026-02-06 00:40:00,ROBOT-002,机械臂,待机,0,0,0,16.5,19.6,0.0
2026-02-06 00:40:00,PRESS-001,冲压机,运行,139,135,4,125.92,20.3,0.74
2026-02-06 00:40:00,PRESS-002,冲压机,运行,154,147,7,108.63,30.1,1.93
2026-02-06 00:40:00,LASER-001,激光切割,运行,91,88,3,96.59,29.0,1.16
2026-02-06 00:40:00,LASER-002,激光切割,运行,82,81,1,79.64,33.0,1.04
2026-02-06 00:40:00,ASSEMBLY-001,装配线,运行,76,73,3,42.49,30.0,0.3
2026-02-06 00:40:00,ASSEMBLY-002,装配线,运行,72,71,1,40.46,33.3,1.38
2026-02-06 00:45:00,CNC-001,数控机床,运行,125,120,5,88.62,32.5,1.06
2026-02-06 00:45:00,CNC-002,数控机床,运行,94,90,4,84.02,24.6,1.95
2026-02-06 00:45:00,ROBOT-001,机械臂,运行,204,200,4,60.24,21.3,0.8
2026-02-06 00:45:00,ROBOT-002,机械臂,故障,0,0,0,5.5,18.5,0.0
2026-02-06 00:45:00,PRESS-001,冲压机,运行,172,165,7,117.22,21.0,0.98
2026-02-06 00:45:00,PRESS-002,冲压机,运行,118,115,3,107.01,30.0,1.74
2026-02-06 00:45:00,LASER-001,激光切割,运行,108,107,1,98.93,30.0,1.37
2026-02-06 00:45:00,LASER-002,激光切割,运行,76,74,2,93.34,30.9,1.18
2026-02-06 00:45:00,ASSEMBLY-001,装配线,运行,76,75,1,43.19,27.6,1.08
2026-02-06 00:45:00,ASSEMBLY-002,装配线,故障,0,0,0,3.8,21.6,0.0
2026-02-06 00:50:00,CNC-001,数控机床,运行,109,105,4,86.52,27.0,0.46
2026-02-06 00:50:00,CNC-002,数控机床,运行,96,95,1,74.33,31.3,1.22
2026-02-06 00:50:00,ROBOT-001,机械臂,运行,178,170,8,58.35,30.5,1.82
2026-02-06 00:50:00,ROBOT-002,机械臂,运行,194,191,3,51.59,31.2,0.51
2026-02-06 00:50:00,PRESS-001,冲压机,运行,179,175,4,109.95,34.3,1.03
2026-02-06 00:50:00,PRESS-002,冲压机,运行,154,147,7,105.13,33.7,0.79
2026-02-06 00:50:00,LASER-001,激光切割,运行,90,89,1,83.96,33.3,1.88
2026-02-06 00:50:00,LASER-002,激光切割,运行,85,83,2,78.12,21.7,1.59
2026-02-06 00:50:00,ASSEMBLY-001,装配线,运行,66,63,3,41.61,28.2,0.31
2026-02-06 00:50:00,ASSEMBLY-002,装配线,运行,68,65,3,35.67,28.1,1.82
2026-02-06 00:55:00,CNC-001,数控机床,运行,135,133,2,89.36,22.9,0.62
2026-02-06 00:55:00,CNC-002,数控机床,运行,92,91,1,79.02,24.0,0.25
2026-02-06 00:55:00,ROBOT-001,机械臂,运行,201,194,7,61.1,23.5,1.18
2026-02-06 00:55:00,ROBOT-002,机械臂,运行,162,157,5,52.54,27.6,0.38
2026-02-06 00:55:00,PRESS-001,冲压机,运行,157,150,7,129.62,22.3,1.86
2026-02-06 00:55:00,PRESS-002,冲压机,运行,127,122,5,103.96,34.0,0.64
2026-02-06 00:55:00,LASER-001,激光切割,运行,83,82,1,89.03,28.1,0.5
2026-02-06 00:55:00,LASER-002,激光切割,运行,114,111,3,91.81,24.3,0.49
2026-02-06 00:55:00,ASSEMBLY-001,装配线,运行,80,79,1,40.84,22.5,1.96
2026-02-06 00:55:00,ASSEMBLY-002,装配线,运行,80,79,1,38.56,25.7,0.11
2026-02-06 01:00:00,CNC-001,数控机床,待机,0,0,0,25.5,22.4,0.0
2026-02-06 01:00:00,CNC-002,数控机床,运行,99,96,3,84.66,23.9,1.96
2026-02-06 01:00:00,ROBOT-001,机械臂,运行,221,216,5,62.43,30.1,1.09
2026-02-06 01:00:00,ROBOT-002,机械臂,故障,0,0,0,5.5,22.6,0.0
2026-02-06 01:00:00,PRESS-001,冲压机,运行,131,125,6,123.76,24.1,1.05
2026-02-06 01:00:00,PRESS-002,冲压机,运行,121,117,4,114.18,31.4,0.99
2026-02-06 01:00:00,LASER-001,激光切割,运行,114,112,2,85.44,20.9,1.25
2026-02-06 01:00:00,LASER-002,激光切割,运行,111,107,4,92.14,22.7,1.35
2026-02-06 01:00:00,ASSEMBLY-001,装配线,运行,78,75,3,43.66,28.7,1.0
2026-02-06 01:00:00,ASSEMBLY-002,装配线,运行,67,66,1,37.74,25.4,1.55
2026-02-06 01:05:00,CNC-001,数控机床,运行,118,116,2,80.34,25.8,1.35
2026-02-06 01:05:00,CNC-002,数控机床,运行,116,112,4,84.2,23.9,1.53
2026-02-06 01:05:00,ROBOT-001,机械臂,故障,0,0,0,6.0,23.5,0.0
2026-02-06 01:05:00,ROBOT-002,机械臂,运行,197,190,7,55.73,34.9,1.38
2026-02-06 01:05:00,PRESS-001,冲压机,运行,167,160,7,113.26,22.8,1.63
2026-02-06 01:05:00,PRESS-002,冲压机,运行,150,149,1,102.3,31.6,0.32
2026-02-06 01:05:00,LASER-001,激光切割,运行,89,87,2,82.34,31.1,0.3
2026-02-06 01:05:00,LASER-002,激光切割,运行,109,107,2,92.27,32.9,0.18
2026-02-06 01:05:00,ASSEMBLY-001,装配线,运行,70,68,2,39.58,32.0,0.11
2026-02-06 01:05:00,ASSEMBLY-002,装配线,运行,79,78,1,41.42,33.6,0.33
2026-02-06 01:10:00,CNC-001,数控机床,运行,115,110,5,82.75,28.5,1.3
2026-02-06 01:10:00,CNC-002,数控机床,运行,88,85,3,72.83,28.9,1.54
2026-02-06 01:10:00,ROBOT-001,机械臂,运行,219,209,10,65.24,32.4,1.05
2026-02-06 01:10:00,ROBOT-002,机械臂,运行,211,203,8,57.58,24.9,0.79
2026-02-06 01:10:00,PRESS-001,冲压机,运行,149,146,3,125.79,25.6,2.0
2026-02-06 01:10:00,PRESS-002,冲压机,运行,147,143,4,106.89,21.8,1.98
2026-02-06 01:10:00,LASER-001,激光切割,运行,96,93,3,95.65,26.4,0.6
2026-02-06 01:10:00,LASER-002,激光切割,运行,99,96,3,91.68,22.2,0.14
2026-02-06 01:10:00,ASSEMBLY-001,装配线,运行,81,78,3,37.47,25.4,1.5
2026-02-06 01:10:00,ASSEMBLY-002,装配线,运行,89,85,4,40.39,27.5,1.97
2026-02-06 01:15:00,CNC-001,数控机床,运行,133,131,2,88.39,31.9,1.06
2026-02-06 01:15:00,CNC-002,数控机床,运行,90,87,3,81.08,22.0,0.57
2026-02-06 01:15:00,ROBOT-001,机械臂,运行,169,164,5,61.53,20.2,1.77
2026-02-06 01:15:00,ROBOT-002,机械臂,运行,156,150,6,55.36,24.7,1.61
2026-02-06 01:15:00,PRESS-001,冲压机,运行,153,150,3,113.66,24.4,1.03
2026-02-06 01:15:00,PRESS-002,冲压机,故障,0,0,0,11.0,23.6,0.0
2026-02-06 01:15:00,LASER-001,激光切割,运行,88,86,2,89.41,23.2,1.25
2026-02-06 01:15:00,LASER-002,激光切割,运行,113,110,3,92.48,23.2,1.51
2026-02-06 01:15:00,ASSEMBLY-001,装配线,运行,83,80,3,42.75,27.0,1.4
2026-02-06 01:15:00,ASSEMBLY-002,装配线,运行,61,59,2,41.2,34.7,1.39
2026-02-06 01:20:00,CNC-001,数控机床,运行,137,134,3,83.72,30.9,0.81
2026-02-06 01:20:00,CNC-002,数控机床,运行,98,95,3,81.99,23.7,0.63
2026-02-06 01:20:00,ROBOT-001,机械臂,运行,191,183,8,58.15,28.2,0.6
2026-02-06 01:20:00,ROBOT-002,机械臂,故障,0,0,0,5.5,19.8,0.0
2026-02-06 01:20:00,PRESS-001,冲压机,运行,137,134,3,122.05,26.0,0.72
2026-02-06 01:20:00,PRESS-002,冲压机,运行,145,139,6,100.97,26.5,1.22
2026-02-06 01:20:00,LASER-001,激光切割,运行,97,94,3,83.14,26.7,0.66
2026-02-06 01:20:00,LASER-002,激光切割,运行,84,83,1,83.09,22.5,0.45
2026-02-06 01:20:00,ASSEMBLY-001,装配线,运行,79,76,3,39.24,24.7,0.37
2026-02-06 01:20:00,ASSEMBLY-002,装配线,运行,88,85,3,36.2,30.8,1.12
2026-02-06 01:25:00,CNC-001,数控机床,运行,116,112,4,90.43,34.0,1.73
2026-02-06 01:25:00,CNC-002,数控机床,运行,91,90,1,72.68,21.3,1.65
2026-02-06 01:25:00,ROBOT-001,机械臂,运行,236,232,4,63.55,31.5,1.15
2026-02-06 01:25:00,ROBOT-002,机械臂,运行,162,156,6,59.48,28.1,1.16
2026-02-06 01:25:00,PRESS-001,冲压机,运行,169,164,5,124.27,20.4,1.84
2026-02-06 01:25:00,PRESS-002,冲压机,运行,155,149,6,105.22,31.6,0.65
2026-02-06 01:25:00,LASER-001,激光切割,运行,113,112,1,97.22,25.7,1.42
2026-02-06 01:25:00,LASER-002,激光切割,运行,84,81,3,89.12,24.3,1.23
2026-02-06 01:25:00,ASSEMBLY-001,装配线,运行,90,89,1,39.21,31.6,1.69
2026-02-06 01:25:00,ASSEMBLY-002,装配线,运行,85,84,1,38.78,31.3,0.23
2026-02-06 01:30:00,CNC-001,数控机床,运行,109,105,4,88.06,26.9,1.08
2026-02-06 01:30:00,CNC-002,数控机床,运行,104,101,3,86.01,33.6,1.69
2026-02-06 01:30:00,ROBOT-001,机械臂,运行,169,164,5,59.79,33.5,0.82
2026-02-06 01:30:00,ROBOT-002,机械臂,运行,157,153,4,59.9,26.2,0.8
2026-02-06 01:30:00,PRESS-001,冲压机,运行,154,149,5,108.11,33.0,0.62
2026-02-06 01:30:00,PRESS-002,冲压机,运行,148,145,3,119.21,34.4,0.54
2026-02-06 01:30:00,LASER-001,激光切割,运行,105,101,4,91.55,30.8,0.9
2026-02-06 01:30:00,LASER-002,激光切割,待机,0,0,0,25.5,20.6,0.0
2026-02-06 01:30:00,ASSEMBLY-001,装配线,运行,86,83,3,40.41,26.4,0.66
2026-02-06 01:30:00,ASSEMBLY-002,装配线,运行,64,63,1,37.74,31.6,0.44
2026-02-06 01:35:00,CNC-001,数控机床,运行,107,104,3,85.56,23.2,1.09
2026-02-06 01:35:00,CNC-002,数控机床,运行,109,106,3,78.28,26.5,0.86
2026-02-06 01:35:00,ROBOT-001,机械臂,运行,166,161,5,60.02,21.6,0.59
2026-02-06 01:35:00,ROBOT-002,机械臂,运行,144,141,3,53.01,21.0,1.33
2026-02-06 01:35:00,PRESS-001,冲压机,运行,123,121,2,126.09,23.1,0.15
2026-02-06 01:35:00,PRESS-002,冲压机,故障,0,0,0,11.0,18.6,0.0
2026-02-06 01:35:00,LASER-001,激光切割,运行,96,94,2,94.88,31.1,1.91
2026-02-06 01:35:00,LASER-002,激光切割,运行,111,110,1,87.8,23.8,1.19
2026-02-06 01:35:00,ASSEMBLY-001,装配线,运行,64,64,0,39.53,34.7,1.11
2026-02-06 01:35:00,ASSEMBLY-002,装配线,运行,69,67,2,37.64,26.0,1.22
2026-02-06 01:40:00,CNC-001,数控机床,运行,119,117,2,81.06,33.7,1.87
2026-02-06 01:40:00,CNC-002,数控机床,故障,0,0,0,8.0,20.2,0.0
2026-02-06 01:40:00,ROBOT-001,机械臂,运行,190,182,8,61.97,24.8,1.03
2026-02-06 01:40:00,ROBOT-002,机械臂,运行,154,147,7,55.43,22.3,0.6
2026-02-06 01:40:00,PRESS-001,冲压机,运行,156,154,2,130.69,31.2,1.01
2026-02-06 01:40:00,PRESS-002,冲压机,运行,149,144,5,101.04,32.2,1.68
2026-02-06 01:40:00,LASER-001,激光切割,运行,117,114,3,90.82,32.3,0.97
2026-02-06 01:40:00,LASER-002,激光切割,运行,95,91,4,84.94,26.8,1.31
2026-02-06 01:40:00,ASSEMBLY-001,装配线,运行,89,85,4,39.42,21.6,1.92
2026-02-06 01:40:00,ASSEMBLY-002,装配线,运行,90,86,4,38.46,25.4,0.2
2026-02-06 01:45:00,CNC-001,数控机床,运行,97,94,3,79.68,34.6,0.84
2026-02-06 01:45:00,CNC-002,数控机床,运行,111,108,3,86.01,20.0,1.04
2026-02-06 01:45:00,ROBOT-001,机械臂,运行,173,168,5,56.76,22.8,1.87
2026-02-06 01:45:00,ROBOT-002,机械臂,运行,182,176,6,57.74,31.0,0.13
2026-02-06 01:45:00,PRESS-001,冲压机,待机,0,0,0,36.0,20.7,0.0
2026-02-06 01:45:00,PRESS-002,冲压机,运行,115,111,4,110.38,28.8,1.57
2026-02-06 01:45:00,LASER-001,激光切割,运行,91,89,2,84.9,29.0,1.86
2026-02-06 01:45:00,LASER-002,激光切割,运行,92,89,3,90.44,20.7,0.3
2026-02-06 01:45:00,ASSEMBLY-001,装配线,运行,93,92,1,41.87,27.7,1.32
2026-02-06 01:45:00,ASSEMBLY-002,装配线,运行,80,79,1,38.65,33.5,0.26
2026-02-06 01:50:00,CNC-001,数控机床,运行,128,125,3,77.24,22.6,1.59
2026-02-06 01:50:00,CNC-002,数控机床,运行,128,125,3,85.0,25.0,1.43
2026-02-06 01:50:00,ROBOT-001,机械臂,故障,0,0,0,6.0,19.0,0.0
2026-02-06 01:50:00,ROBOT-002,机械臂,运行,162,156,6,51.58,25.2,1.45
2026-02-06 01:50:00,PRESS-001,冲压机,运行,180,175,5,112.24,32.4,0.32
2026-02-06 01:50:00,PRESS-002,冲压机,运行,133,128,5,119.9,29.1,0.94
2026-02-06 01:50:00,LASER-001,激光切割,运行,94,91,3,84.37,21.2,1.58
2026-02-06 01:50:00,LASER-002,激光切割,运行,112,111,1,86.73,26.9,0.72
2026-02-06 01:50:00,ASSEMBLY-001,装配线,运行,88,87,1,36.12,32.1,0.64
2026-02-06 01:50:00,ASSEMBLY-002,装配线,运行,66,66,0,38.93,25.5,1.51
2026-02-06 01:55:00,CNC-001,数控机床,运行,133,132,1,91.46,27.3,0.54
2026-02-06 01:55:00,CNC-002,数控机床,运行,103,100,3,76.7,23.4,0.54
2026-02-06 01:55:00,ROBOT-001,机械臂,运行,173,168,5,59.06,27.1,1.63
2026-02-06 01:55:00,ROBOT-002,机械臂,运行,187,179,8,59.53,22.9,0.19
2026-02-06 01:55:00,PRESS-001,冲压机,运行,160,156,4,112.06,22.6,0.52
2026-02-06 01:55:00,PRESS-002,冲压机,运行,164,162,2,114.56,23.7,1.46
2026-02-06 01:55:00,LASER-001,激光切割,运行,111,108,3,96.68,24.5,1.73
2026-02-06 01:55:00,LASER-002,激光切割,运行,114,110,4,89.65,26.1,0.58
2026-02-06 01:55:00,ASSEMBLY-001,装配线,运行,72,69,3,41.16,31.4,0.99
2026-02-06 01:55:00,ASSEMBLY-002,装配线,运行,77,75,2,41.55,34.6,0.59
2026-02-06 02:00:00,CNC-001,数控机床,运行,136,131,5,92.93,29.6,1.53
2026-02-06 02:00:00,CNC-002,数控机床,运行,95,94,1,87.76,28.6,1.04
2026-02-06 02:00:00,ROBOT-001,机械臂,运行,210,200,10,65.84,23.5,1.27
2026-02-06 02:00:00,ROBOT-002,机械臂,运行,188,185,3,54.41,21.7,1.23
2026-02-06 02:00:00,PRESS-001,冲压机,运行,172,167,5,130.54,26.0,0.77
2026-02-06 02:00:00,PRESS-002,冲压机,运行,131,125,6,110.29,34.2,1.64
2026-02-06 02:00:00,LASER-001,激光切割,待机,0,0,0,27.0,20.5,0.0
2026-02-06 02:00:00,LASER-002,激光切割,运行,102,100,2,79.39,22.3,1.87
2026-02-06 02:00:00,ASSEMBLY-001,装配线,运行,69,69,0,41.21,26.3,0.29
2026-02-06 02:00:00,ASSEMBLY-002,装配线,运行,63,63,0,39.48,32.9,1.5
2026-02-06 02:05:00,CNC-001,数控机床,故障,0,0,0,8.5,21.2,0.0
2026-02-06 02:05:00,CNC-002,数控机床,运行,96,94,2,72.19,28.0,0.87
2026-02-06 02:05:00,ROBOT-001,机械臂,运行,162,158,4,65.92,31.9,0.17
2026-02-06 02:05:00,ROBOT-002,机械臂,待机,0,0,0,16.5,24.2,0.0
2026-02-06 02:05:00,PRESS-001,冲压机,运行,166,158,8,126.45,27.4,1.95
2026-02-06 02:05:00,PRESS-002,冲压机,运行,131,128,3,113.0,34.3,0.8
2026-02-06 02:05:00,LASER-001,激光切割,运行,112,108,4,83.31,25.5,0.72
2026-02-06 02:05:00,LASER-002,激光切割,运行,103,102,1,87.5,20.4,1.55
2026-02-06 02:05:00,ASSEMBLY-001,装配线,运行,87,84,3,42.89,34.0,0.95
2026-02-06 02:05:00,ASSEMBLY-002,装配线,故障,0,0,0,3.8,18.7,0.0
2026-02-06 02:10:00,CNC-001,数控机床,运行,108,104,4,84.39,23.8,1.4
2026-02-06 02:10:00,CNC-002,数控机床,运行,114,111,3,80.75,34.8,1.35
2026-02-06 02:10:00,ROBOT-001,机械臂,运行,178,173,5,64.77,23.5,1.65
2026-02-06 02:10:00,ROBOT-002,机械臂,待机,0,0,0,16.5,20.8,0.0
2026-02-06 02:10:00,PRESS-001,冲压机,运行,121,116,5,122.37,28.9,1.78
2026-02-06 02:10:00,PRESS-002,冲压机,运行,135,130,5,114.26,32.4,0.58
2026-02-06 02:10:00,LASER-001,激光切割,运行,80,77,3,97.24,28.6,0.42
2026-02-06 02:10:00,LASER-002,激光切割,运行,91,89,2,91.7,26.1,1.29
2026-02-06 02:10:00,ASSEMBLY-001,装配线,运行,95,92,3,41.43,21.6,0.95
2026-02-06 02:10:00,ASSEMBLY-002,装配线,运行,63,61,2,37.11,28.7,1.9
2026-02-06 02:15:00,CNC-001,数控机床,运行,105,103,2,80.92,26.6,0.37
2026-02-06 02:15:00,CNC-002,数控机床,运行,120,117,3,76.31,24.6,0.33
2026-02-06 02:15:00,ROBOT-001,机械臂,运行,229,219,10,62.14,22.9,1.68
2026-02-06 02:15:00,ROBOT-002,机械臂,运行,215,213,2,50.0,33.4,1.83
2026-02-06 02:15:00,PRESS-001,冲压机,运行,143,140,3,129.26,22.3,0.36
2026-02-06 02:15:00,PRESS-002,冲压机,运行,138,135,3,104.69,26.9,0.11
2026-02-06 02:15:00,LASER-001,激光切割,运行,107,105,2,82.52,32.0,1.63
2026-02-06 02:15:00,LASER-002,激光切割,运行,85,84,1,80.02,33.1,1.57
2026-02-06 02:15:00,ASSEMBLY-001,装配线,运行,89,86,3,36.62,23.8,0.25
2026-02-06 02:15:00,ASSEMBLY-002,装配线,运行,81,78,3,38.54,28.8,0.29
2026-02-06 02:20:00,CNC-001,数控机床,运行,125,119,6,76.69,29.2,0.17
2026-02-06 02:20:00,CNC-002,数控机床,运行,105,103,2,73.0,33.6,0.16
2026-02-06 02:20:00,ROBOT-001,机械臂,运行,195,190,5,59.03,22.0,1.9
2026-02-06 02:20:00,ROBOT-002,机械臂,故障,0,0,0,5.5,21.0,0.0
2026-02-06 02:20:00,PRESS-001,冲压机,运行,139,133,6,121.3,27.9,0.84
2026-02-06 02:20:00,PRESS-002,冲压机,运行,124,123,1,119.77,21.2,0.93
2026-02-06 02:20:00,LASER-001,激光切割,运行,90,88,2,85.06,29.5,1.87
2026-02-06 02:20:00,LASER-002,激光切割,运行,112,109,3,78.74,24.0,1.53
2026-02-06 02:20:00,ASSEMBLY-001,装配线,运行,71,69,2,41.04,32.3,1.86
2026-02-06 02:20:00,ASSEMBLY-002,装配线,故障,0,0,0,3.8,21.6,0.0
2026-02-06 02:25:00,CNC-001,数控机床,运行,131,128,3,92.25,27.3,0.69
2026-02-06 02:25:00,CNC-002,数控机床,运行,102,99,3,86.19,20.2,1.53
2026-02-06 02:25:00,ROBOT-001,机械臂,运行,199,193,6,60.85,29.8,0.18
2026-02-06 02:25:00,ROBOT-002,机械臂,运行,149,147,2,55.92,33.6,1.71
2026-02-06 02:25:00,PRESS-001,冲压机,运行,151,149,2,125.09,33.9,1.45
2026-02-06 02:25:00,PRESS-002,冲压机,运行,167,164,3,112.13,35.0,0.55
2026-02-06 02:25:00,LASER-001,激光切割,运行,109,107,2,98.77,33.4,0.71
2026-02-06 02:25:00,LASER-002,激光切割,运行,85,82,3,89.66,28.2,1.72
2026-02-06 02:25:00,ASSEMBLY-001,装配线,运行,96,93,3,36.05,32.1,1.19
